At Epoch 10, loss=0.4764565757931195
At Epoch 20, loss=0.43822756100514404
At Epoch 30, loss=0.41653329257394783
At Epoch 40, loss=0.4014704284887773
At Epoch 50, loss=0.3899701690020703
At Epoch 60, loss=0.3806887015568953
At Epoch 70, loss=0.3729197268451939
At Epoch 80, loss=0.3662467206466225
At Epoch 90, loss=0.36040368850235543
At Epoch 100, loss=0.35521054048223866
