At Epoch 10, loss=0.2923182173266725
At Epoch 20, loss=0.18050884884345098
At Epoch 30, loss=0.1349335222431939
At Epoch 40, loss=0.11088565619127132
At Epoch 50, loss=0.09620846232064044
At Epoch 60, loss=0.08543495286579399
At Epoch 70, loss=0.07611174892150517
At Epoch 80, loss=0.0674321832527443
At Epoch 90, loss=0.059850241814322205
At Epoch 100, loss=0.05357485706008842
