At Epoch 10, loss=0.2734127606158354
At Epoch 20, loss=0.23334438016339212
At Epoch 30, loss=0.21327916132960104
At Epoch 40, loss=0.20001876031920146
At Epoch 50, loss=0.19019778162079914
At Epoch 60, loss=0.18245497283039197
At Epoch 70, loss=0.17610198000273672
At Epoch 80, loss=0.1707410585811568
At Epoch 90, loss=0.1661213039895764
At Epoch 100, loss=0.16207436786535195
