At Epoch 10, loss=0.28787364277160277
At Epoch 20, loss=0.1795490728496367
At Epoch 30, loss=0.13425610615944567
At Epoch 40, loss=0.1110127299210339
At Epoch 50, loss=0.0973257775113407
At Epoch 60, loss=0.08741326239981122
At Epoch 70, loss=0.07841968783550374
At Epoch 80, loss=0.06994200487579319
At Epoch 90, loss=0.062217307000103014
At Epoch 100, loss=0.055537843628497875
